"metric","n","tau","net","model","bparam","varyv","varys"
"d",5,-0.470008779631255,"catlins","genereg","u","TRUE","TRUE"
"largesd",5,-0.103459174714662,"catlins","genereg","u","TRUE","TRUE"
"d",6,-0.262669007901668,"catlins","genereg","u","TRUE","TRUE"
"largesd",6,-0.262669007901668,"catlins","genereg","u","TRUE","TRUE"
"d",1,-0.748134405277262,"catlins","mutualistic","D","FALSE","FALSE"
"largesd",1,-0.523149866007009,"catlins","mutualistic","D","FALSE","FALSE"
"d",2,-0.814685631828489,"catlins","mutualistic","D","FALSE","FALSE"
"largesd",2,-0.629280560709132,"catlins","mutualistic","D","FALSE","FALSE"
"d",3,-0.83873840445269,"catlins","mutualistic","D","FALSE","FALSE"
"largesd",3,-0.696524427952999,"catlins","mutualistic","D","FALSE","FALSE"
"d",4,-0.855914244485673,"catlins","mutualistic","D","FALSE","FALSE"
"largesd",4,-0.734133168418883,"catlins","mutualistic","D","FALSE","FALSE"
"d",5,-0.868324056895485,"catlins","mutualistic","D","FALSE","FALSE"
"largesd",5,-0.758672438672439,"catlins","mutualistic","D","FALSE","FALSE"
"d",6,-0.940894660894661,"catlins","mutualistic","D","FALSE","FALSE"
"largesd",6,-0.940894660894661,"catlins","mutualistic","D","FALSE","FALSE"
"d",1,-0.761467738610596,"catlins","mutualistic","D","TRUE","FALSE"
"largesd",1,-0.521096681096681,"catlins","mutualistic","D","TRUE","FALSE"
"d",2,-0.819929911358483,"catlins","mutualistic","D","TRUE","FALSE"
"largesd",2,-0.621628530199959,"catlins","mutualistic","D","TRUE","FALSE"
"d",3,-0.847313955885384,"catlins","mutualistic","D","TRUE","FALSE"
"largesd",3,-0.690422593279736,"catlins","mutualistic","D","TRUE","FALSE"
"d",4,-0.862156256441971,"catlins","mutualistic","D","TRUE","FALSE"
"largesd",4,-0.732780869923727,"catlins","mutualistic","D","TRUE","FALSE"
"d",5,-0.866922284065141,"catlins","mutualistic","D","TRUE","FALSE"
"largesd",5,-0.76252319109462,"catlins","mutualistic","D","TRUE","FALSE"
"d",6,-0.9401443001443,"catlins","mutualistic","D","TRUE","FALSE"
"largesd",6,-0.9401443001443,"catlins","mutualistic","D","TRUE","FALSE"
"d",1,-0.76034632034632,"catlins","mutualistic","D","TRUE","TRUE"
"largesd",1,-0.629313543599258,"catlins","mutualistic","D","TRUE","TRUE"
"d",2,-0.819294990723562,"catlins","mutualistic","D","TRUE","TRUE"
"largesd",2,-0.736862502576788,"catlins","mutualistic","D","TRUE","TRUE"
"d",3,-0.838284889713461,"catlins","mutualistic","D","TRUE","TRUE"
"largesd",3,-0.779649556792414,"catlins","mutualistic","D","TRUE","TRUE"
"d",4,-0.857258297258297,"catlins","mutualistic","D","TRUE","TRUE"
"largesd",4,-0.806060606060606,"catlins","mutualistic","D","TRUE","TRUE"
"d",5,-0.861158524015667,"catlins","mutualistic","D","TRUE","TRUE"
"largesd",5,-0.824951556380128,"catlins","mutualistic","D","TRUE","TRUE"
"d",6,-0.925046382189239,"catlins","mutualistic","D","TRUE","TRUE"
"largesd",6,-0.925046382189239,"catlins","mutualistic","D","TRUE","TRUE"
"d",1,-0.654093773599235,"catlins","mutualistic","u","FALSE","FALSE"
"largesd",1,-0.64597885986168,"catlins","mutualistic","u","FALSE","FALSE"
"d",2,-0.734607444855707,"catlins","mutualistic","u","FALSE","FALSE"
"largesd",2,-0.743290084368535,"catlins","mutualistic","u","FALSE","FALSE"
"d",3,-0.769553209304947,"catlins","mutualistic","u","FALSE","FALSE"
"largesd",3,-0.784831540448224,"catlins","mutualistic","u","FALSE","FALSE"
"d",4,-0.794499994984603,"catlins","mutualistic","u","FALSE","FALSE"
"largesd",4,-0.812071525296947,"catlins","mutualistic","u","FALSE","FALSE"
"d",5,-0.804863260686498,"catlins","mutualistic","u","FALSE","FALSE"
"largesd",5,-0.826183820519471,"catlins","mutualistic","u","FALSE","FALSE"
"d",6,-0.896158913578973,"catlins","mutualistic","u","FALSE","FALSE"
"largesd",6,-0.896158913578973,"catlins","mutualistic","u","FALSE","FALSE"
"d",1,-0.651156845802327,"catlins","mutualistic","u","TRUE","FALSE"
"largesd",1,-0.650213133367056,"catlins","mutualistic","u","TRUE","FALSE"
"d",2,-0.739459938200753,"catlins","mutualistic","u","TRUE","FALSE"
"largesd",2,-0.746515601945592,"catlins","mutualistic","u","TRUE","FALSE"
"d",3,-0.767968842441534,"catlins","mutualistic","u","TRUE","FALSE"
"largesd",3,-0.782197689764721,"catlins","mutualistic","u","TRUE","FALSE"
"d",4,-0.783246807699638,"catlins","mutualistic","u","TRUE","FALSE"
"largesd",4,-0.809280646823844,"catlins","mutualistic","u","TRUE","FALSE"
"d",5,-0.798376491065667,"catlins","mutualistic","u","TRUE","FALSE"
"largesd",5,-0.824715225265374,"catlins","mutualistic","u","TRUE","FALSE"
"d",6,-0.895142275356774,"catlins","mutualistic","u","TRUE","FALSE"
"largesd",6,-0.895142275356774,"catlins","mutualistic","u","TRUE","FALSE"
"d",1,-0.654055722496636,"catlins","mutualistic","u","TRUE","TRUE"
"largesd",1,-0.617738592717739,"catlins","mutualistic","u","TRUE","TRUE"
"d",2,-0.733539583664708,"catlins","mutualistic","u","TRUE","TRUE"
"largesd",2,-0.705361747230665,"catlins","mutualistic","u","TRUE","TRUE"
"d",3,-0.759104934052303,"catlins","mutualistic","u","TRUE","TRUE"
"largesd",3,-0.749609171585338,"catlins","mutualistic","u","TRUE","TRUE"
"d",4,-0.783839030585803,"catlins","mutualistic","u","TRUE","TRUE"
"largesd",4,-0.769427242587123,"catlins","mutualistic","u","TRUE","TRUE"
"d",5,-0.786890021891015,"catlins","mutualistic","u","TRUE","TRUE"
"largesd",5,-0.789930136949005,"catlins","mutualistic","u","TRUE","TRUE"
"d",6,-0.87581751405386,"catlins","mutualistic","u","TRUE","TRUE"
"largesd",6,-0.87581751405386,"catlins","mutualistic","u","TRUE","TRUE"
"d",1,0.77570929419986,"catlins","SIS","D","FALSE","FALSE"
"largesd",1,0.807491264849755,"catlins","SIS","D","FALSE","FALSE"
"d",2,0.808413696715583,"catlins","SIS","D","FALSE","FALSE"
"largesd",2,0.856603773584906,"catlins","SIS","D","FALSE","FALSE"
"d",3,0.810873515024458,"catlins","SIS","D","FALSE","FALSE"
"largesd",3,0.873319357092942,"catlins","SIS","D","FALSE","FALSE"
"d",4,0.817638015373864,"catlins","SIS","D","FALSE","FALSE"
"largesd",4,0.878630328441649,"catlins","SIS","D","FALSE","FALSE"
"d",5,0.835052410901468,"catlins","SIS","D","FALSE","FALSE"
"largesd",5,0.885590496156534,"catlins","SIS","D","FALSE","FALSE"
"d",6,0.915779175401817,"catlins","SIS","D","FALSE","FALSE"
"largesd",6,0.915779175401817,"catlins","SIS","D","FALSE","FALSE"
"d",1,0.871111111111111,"catlins","SIS","D","FALSE","TRUE"
"largesd",1,0.582893081761006,"catlins","SIS","D","FALSE","TRUE"
"d",2,0.841090146750524,"catlins","SIS","D","FALSE","TRUE"
"largesd",2,0.66230607966457,"catlins","SIS","D","FALSE","TRUE"
"d",3,0.843410202655486,"catlins","SIS","D","FALSE","TRUE"
"largesd",3,0.704122990915444,"catlins","SIS","D","FALSE","TRUE"
"d",4,0.843633822501747,"catlins","SIS","D","FALSE","TRUE"
"largesd",4,0.725925925925926,"catlins","SIS","D","FALSE","TRUE"
"d",5,0.838266946191474,"catlins","SIS","D","FALSE","TRUE"
"largesd",5,0.747561146051712,"catlins","SIS","D","FALSE","TRUE"
"d",6,0.867002096436059,"catlins","SIS","D","FALSE","TRUE"
"largesd",6,0.867002096436059,"catlins","SIS","D","FALSE","TRUE"
"d",1,0.759714795008913,"chesapeake","doublewell","D","FALSE","FALSE"
"largesd",1,0.765846702317291,"chesapeake","doublewell","D","FALSE","FALSE"
"d",2,0.803707664884136,"chesapeake","doublewell","D","FALSE","FALSE"
"largesd",2,0.81204991087344,"chesapeake","doublewell","D","FALSE","FALSE"
"d",3,0.798288770053476,"chesapeake","doublewell","D","FALSE","FALSE"
"largesd",3,0.808484848484849,"chesapeake","doublewell","D","FALSE","FALSE"
"d",4,0.791729055258467,"chesapeake","doublewell","D","FALSE","FALSE"
"largesd",4,0.808983957219252,"chesapeake","doublewell","D","FALSE","FALSE"
"d",5,0.784670231729055,"chesapeake","doublewell","D","FALSE","FALSE"
"largesd",5,0.797718360071301,"chesapeake","doublewell","D","FALSE","FALSE"
"d",6,0.819964349376114,"chesapeake","doublewell","D","FALSE","FALSE"
"largesd",6,0.819964349376114,"chesapeake","doublewell","D","FALSE","FALSE"
"d",1,0.762424242424242,"chesapeake","doublewell","D","TRUE","FALSE"
"largesd",1,0.763863636363636,"chesapeake","doublewell","D","TRUE","FALSE"
"d",2,0.804090909090909,"chesapeake","doublewell","D","TRUE","FALSE"
"largesd",2,0.812272727272727,"chesapeake","doublewell","D","TRUE","FALSE"
"d",3,0.803409090909091,"chesapeake","doublewell","D","TRUE","FALSE"
"largesd",3,0.807575757575757,"chesapeake","doublewell","D","TRUE","FALSE"
"d",4,0.795909090909091,"chesapeake","doublewell","D","TRUE","FALSE"
"largesd",4,0.811666666666667,"chesapeake","doublewell","D","TRUE","FALSE"
"d",5,0.789772727272727,"chesapeake","doublewell","D","TRUE","FALSE"
"largesd",5,0.806136363636363,"chesapeake","doublewell","D","TRUE","FALSE"
"d",6,0.801590909090909,"chesapeake","doublewell","D","TRUE","FALSE"
"largesd",6,0.801590909090909,"chesapeake","doublewell","D","TRUE","FALSE"
"d",1,0.756060606060606,"chesapeake","doublewell","D","TRUE","TRUE"
"largesd",1,0.713257575757576,"chesapeake","doublewell","D","TRUE","TRUE"
"d",2,0.789242424242424,"chesapeake","doublewell","D","TRUE","TRUE"
"largesd",2,0.777348484848485,"chesapeake","doublewell","D","TRUE","TRUE"
"d",3,0.791363636363636,"chesapeake","doublewell","D","TRUE","TRUE"
"largesd",3,0.772272727272727,"chesapeake","doublewell","D","TRUE","TRUE"
"d",4,0.793181818181818,"chesapeake","doublewell","D","TRUE","TRUE"
"largesd",4,0.775,"chesapeake","doublewell","D","TRUE","TRUE"
"d",5,0.799848484848485,"chesapeake","doublewell","D","TRUE","TRUE"
"largesd",5,0.76810606060606,"chesapeake","doublewell","D","TRUE","TRUE"
"d",6,0.801969696969697,"chesapeake","doublewell","D","TRUE","TRUE"
"largesd",6,0.801969696969697,"chesapeake","doublewell","D","TRUE","TRUE"
"d",1,0.750706155632985,"chesapeake","doublewell","u","FALSE","FALSE"
"largesd",1,0.75721718931475,"chesapeake","doublewell","u","FALSE","FALSE"
"d",2,0.786169570267131,"chesapeake","doublewell","u","FALSE","FALSE"
"largesd",2,0.804562137049942,"chesapeake","doublewell","u","FALSE","FALSE"
"d",3,0.799101045296167,"chesapeake","doublewell","u","FALSE","FALSE"
"largesd",3,0.813184668989547,"chesapeake","doublewell","u","FALSE","FALSE"
"d",4,0.798478513356562,"chesapeake","doublewell","u","FALSE","FALSE"
"largesd",4,0.817772357723577,"chesapeake","doublewell","u","FALSE","FALSE"
"d",5,0.805526132404181,"chesapeake","doublewell","u","FALSE","FALSE"
"largesd",5,0.818260162601626,"chesapeake","doublewell","u","FALSE","FALSE"
"d",6,0.887649245063879,"chesapeake","doublewell","u","FALSE","FALSE"
"largesd",6,0.887649245063879,"chesapeake","doublewell","u","FALSE","FALSE"
"d",1,0.75234008097166,"chesapeake","doublewell","u","TRUE","FALSE"
"largesd",1,0.767638326585695,"chesapeake","doublewell","u","TRUE","FALSE"
"d",2,0.795225371120108,"chesapeake","doublewell","u","TRUE","FALSE"
"largesd",2,0.811587044534413,"chesapeake","doublewell","u","TRUE","FALSE"
"d",3,0.793473684210526,"chesapeake","doublewell","u","TRUE","FALSE"
"largesd",3,0.814021592442645,"chesapeake","doublewell","u","TRUE","FALSE"
"d",4,0.804844804318489,"chesapeake","doublewell","u","TRUE","FALSE"
"largesd",4,0.821454790823212,"chesapeake","doublewell","u","TRUE","FALSE"
"d",5,0.803268556005398,"chesapeake","doublewell","u","TRUE","FALSE"
"largesd",5,0.821290148448043,"chesapeake","doublewell","u","TRUE","FALSE"
"d",6,0.87821052631579,"chesapeake","doublewell","u","TRUE","FALSE"
"largesd",6,0.87821052631579,"chesapeake","doublewell","u","TRUE","FALSE"
"d",1,0.736138162453952,"chesapeake","doublewell","u","TRUE","TRUE"
"largesd",1,0.703556990188569,"chesapeake","doublewell","u","TRUE","TRUE"
"d",2,0.769807783491994,"chesapeake","doublewell","u","TRUE","TRUE"
"largesd",2,0.790282744282744,"chesapeake","doublewell","u","TRUE","TRUE"
"d",3,0.77169296421928,"chesapeake","doublewell","u","TRUE","TRUE"
"largesd",3,0.794081847029216,"chesapeake","doublewell","u","TRUE","TRUE"
"d",4,0.778490279753438,"chesapeake","doublewell","u","TRUE","TRUE"
"largesd",4,0.7943507312981,"chesapeake","doublewell","u","TRUE","TRUE"
"d",5,0.795091366670314,"chesapeake","doublewell","u","TRUE","TRUE"
"largesd",5,0.797016960280118,"chesapeake","doublewell","u","TRUE","TRUE"
"d",6,0.866208775577197,"chesapeake","doublewell","u","TRUE","TRUE"
"largesd",6,0.866208775577197,"chesapeake","doublewell","u","TRUE","TRUE"
"d",1,-0.0671728395061728,"chesapeake","genereg","D","FALSE","FALSE"
"largesd",1,-0.0893950617283951,"chesapeake","genereg","D","FALSE","FALSE"
"d",2,-0.0942962962962963,"chesapeake","genereg","D","FALSE","FALSE"
"largesd",2,-0.118185185185185,"chesapeake","genereg","D","FALSE","FALSE"
"d",3,-0.108469135802469,"chesapeake","genereg","D","FALSE","FALSE"
"largesd",3,-0.151691358024691,"chesapeake","genereg","D","FALSE","FALSE"
"d",4,-0.135,"chesapeake","genereg","D","FALSE","FALSE"
"largesd",4,-0.166382716049383,"chesapeake","genereg","D","FALSE","FALSE"
"d",5,-0.155024691358025,"chesapeake","genereg","D","FALSE","FALSE"
"largesd",5,-0.178567901234568,"chesapeake","genereg","D","FALSE","FALSE"
"d",6,-0.292086419753086,"chesapeake","genereg","D","FALSE","FALSE"
"largesd",6,-0.292086419753086,"chesapeake","genereg","D","FALSE","FALSE"
"d",1,-0.0216660496112551,"chesapeake","genereg","D","TRUE","FALSE"
"largesd",1,-0.0769788967049241,"chesapeake","genereg","D","TRUE","FALSE"
"d",2,-0.0536542021473528,"chesapeake","genereg","D","TRUE","FALSE"
"largesd",2,-0.0961865975564606,"chesapeake","genereg","D","TRUE","FALSE"
"d",3,-0.0756608663457978,"chesapeake","genereg","D","TRUE","FALSE"
"largesd",3,-0.117586079229915,"chesapeake","genereg","D","TRUE","FALSE"
"d",4,-0.107130692336172,"chesapeake","genereg","D","TRUE","FALSE"
"largesd",4,-0.131995557201037,"chesapeake","genereg","D","TRUE","FALSE"
"d",5,-0.0996371714179933,"chesapeake","genereg","D","TRUE","FALSE"
"largesd",5,-0.144494631617919,"chesapeake","genereg","D","TRUE","FALSE"
"d",6,-0.218748611625324,"chesapeake","genereg","D","TRUE","FALSE"
"largesd",6,-0.218748611625324,"chesapeake","genereg","D","TRUE","FALSE"
"d",1,-0.739918548685672,"chesapeake","genereg","D","TRUE","TRUE"
"largesd",1,-0.03346908552388,"chesapeake","genereg","D","TRUE","TRUE"
"d",2,-0.418511662347279,"chesapeake","genereg","D","TRUE","TRUE"
"largesd",2,-0.0333506108848575,"chesapeake","genereg","D","TRUE","TRUE"
"d",3,-0.21067752684191,"chesapeake","genereg","D","TRUE","TRUE"
"largesd",3,-0.0479822288041466,"chesapeake","genereg","D","TRUE","TRUE"
"d",4,-0.0877897075157349,"chesapeake","genereg","D","TRUE","TRUE"
"largesd",4,-0.0460422065901518,"chesapeake","genereg","D","TRUE","TRUE"
"d",5,-0.076149574231766,"chesapeake","genereg","D","TRUE","TRUE"
"largesd",5,-0.0503813402443539,"chesapeake","genereg","D","TRUE","TRUE"
"d",6,-0.151040355423917,"chesapeake","genereg","D","TRUE","TRUE"
"largesd",6,-0.151040355423917,"chesapeake","genereg","D","TRUE","TRUE"
"d",1,-0.195749168288243,"chesapeake","genereg","u","FALSE","FALSE"
"largesd",1,-0.279723808925993,"chesapeake","genereg","u","FALSE","FALSE"
"d",2,-0.213528340970435,"chesapeake","genereg","u","FALSE","FALSE"
"largesd",2,-0.348096164710313,"chesapeake","genereg","u","FALSE","FALSE"
"d",3,-0.235678865105769,"chesapeake","genereg","u","FALSE","FALSE"
"largesd",3,-0.364662607494821,"chesapeake","genereg","u","FALSE","FALSE"
"d",4,-0.25540644027368,"chesapeake","genereg","u","FALSE","FALSE"
"largesd",4,-0.367728328416295,"chesapeake","genereg","u","FALSE","FALSE"
"d",5,-0.266750360931517,"chesapeake","genereg","u","FALSE","FALSE"
"largesd",5,-0.371233444228234,"chesapeake","genereg","u","FALSE","FALSE"
"d",6,-0.332056995794363,"chesapeake","genereg","u","FALSE","FALSE"
"largesd",6,-0.332056995794363,"chesapeake","genereg","u","FALSE","FALSE"
"d",1,-0.236445418035779,"chesapeake","genereg","u","TRUE","FALSE"
"largesd",1,-0.303573566995254,"chesapeake","genereg","u","TRUE","FALSE"
"d",2,-0.248978459291712,"chesapeake","genereg","u","TRUE","FALSE"
"largesd",2,-0.344566630156992,"chesapeake","genereg","u","TRUE","FALSE"
"d",3,-0.279193866374589,"chesapeake","genereg","u","TRUE","FALSE"
"largesd",3,-0.365523183643666,"chesapeake","genereg","u","TRUE","FALSE"
"d",4,-0.292962395034684,"chesapeake","genereg","u","TRUE","FALSE"
"largesd",4,-0.376963855421687,"chesapeake","genereg","u","TRUE","FALSE"
"d",5,-0.302983570646221,"chesapeake","genereg","u","TRUE","FALSE"
"largesd",5,-0.389806498722161,"chesapeake","genereg","u","TRUE","FALSE"
"d",6,-0.336677619569186,"chesapeake","genereg","u","TRUE","FALSE"
"largesd",6,-0.336677619569186,"chesapeake","genereg","u","TRUE","FALSE"
"d",1,-0.528110989412194,"chesapeake","genereg","u","TRUE","TRUE"
"largesd",1,-0.0135027382256298,"chesapeake","genereg","u","TRUE","TRUE"
"d",2,-0.27973128879153,"chesapeake","genereg","u","TRUE","TRUE"
"largesd",2,-0.0220313983205549,"chesapeake","genereg","u","TRUE","TRUE"
"d",3,-0.208175246440307,"chesapeake","genereg","u","TRUE","TRUE"
"largesd",3,-0.0238364366557138,"chesapeake","genereg","u","TRUE","TRUE"
"d",4,-0.151962029937934,"chesapeake","genereg","u","TRUE","TRUE"
"largesd",4,-0.0206966046002191,"chesapeake","genereg","u","TRUE","TRUE"
"d",5,-0.157412194231471,"chesapeake","genereg","u","TRUE","TRUE"
"largesd",5,-0.0181263234757211,"chesapeake","genereg","u","TRUE","TRUE"
"d",6,-0.166726542533771,"chesapeake","genereg","u","TRUE","TRUE"
"largesd",6,-0.166726542533771,"chesapeake","genereg","u","TRUE","TRUE"
"d",1,-0.782057307771593,"chesapeake","mutualistic","D","FALSE","FALSE"
"largesd",1,-0.712842712842713,"chesapeake","mutualistic","D","FALSE","FALSE"
"d",2,-0.840354566068852,"chesapeake","mutualistic","D","FALSE","FALSE"
"largesd",2,-0.796297670583385,"chesapeake","mutualistic","D","FALSE","FALSE"
"d",3,-0.867235621521336,"chesapeake","mutualistic","D","FALSE","FALSE"
"largesd",3,-0.834021851164708,"chesapeake","mutualistic","D","FALSE","FALSE"
"d",4,-0.881962481962482,"chesapeake","mutualistic","D","FALSE","FALSE"
"largesd",4,-0.858099360956504,"chesapeake","mutualistic","D","FALSE","FALSE"
"d",5,-0.892475778190064,"chesapeake","mutualistic","D","FALSE","FALSE"
"largesd",5,-0.872611832611833,"chesapeake","mutualistic","D","FALSE","FALSE"
"d",6,-0.960568954854669,"chesapeake","mutualistic","D","FALSE","FALSE"
"largesd",6,-0.960568954854669,"chesapeake","mutualistic","D","FALSE","FALSE"
"d",1,-0.782486085343228,"chesapeake","mutualistic","D","TRUE","FALSE"
"largesd",1,-0.712793238507524,"chesapeake","mutualistic","D","TRUE","FALSE"
"d",2,-0.841170892599464,"chesapeake","mutualistic","D","TRUE","FALSE"
"largesd",2,-0.791300762729334,"chesapeake","mutualistic","D","TRUE","FALSE"
"d",3,-0.864432075860647,"chesapeake","mutualistic","D","TRUE","FALSE"
"largesd",3,-0.828670377241806,"chesapeake","mutualistic","D","TRUE","FALSE"
"d",4,-0.880478251906823,"chesapeake","mutualistic","D","TRUE","FALSE"
"largesd",4,-0.847676767676768,"chesapeake","mutualistic","D","TRUE","FALSE"
"d",5,-0.894430014430014,"chesapeake","mutualistic","D","TRUE","FALSE"
"largesd",5,-0.86415996701711,"chesapeake","mutualistic","D","TRUE","FALSE"
"d",6,-0.961344052772624,"chesapeake","mutualistic","D","TRUE","FALSE"
"largesd",6,-0.961344052772624,"chesapeake","mutualistic","D","TRUE","FALSE"
"d",1,-0.779756751185323,"chesapeake","mutualistic","D","TRUE","TRUE"
"largesd",1,-0.745339105339105,"chesapeake","mutualistic","D","TRUE","TRUE"
"d",2,-0.841195629767058,"chesapeake","mutualistic","D","TRUE","TRUE"
"largesd",2,-0.81297052154195,"chesapeake","mutualistic","D","TRUE","TRUE"
"d",3,-0.866493506493507,"chesapeake","mutualistic","D","TRUE","TRUE"
"largesd",3,-0.848220985363842,"chesapeake","mutualistic","D","TRUE","TRUE"
"d",4,-0.885945165945166,"chesapeake","mutualistic","D","TRUE","TRUE"
"largesd",4,-0.868208616780045,"chesapeake","mutualistic","D","TRUE","TRUE"
"d",5,-0.894265099979386,"chesapeake","mutualistic","D","TRUE","TRUE"
"largesd",5,-0.88160791589363,"chesapeake","mutualistic","D","TRUE","TRUE"
"d",6,-0.952949907235622,"chesapeake","mutualistic","D","TRUE","TRUE"
"largesd",6,-0.952949907235622,"chesapeake","mutualistic","D","TRUE","TRUE"
"d",1,-0.680083187737124,"chesapeake","mutualistic","u","FALSE","FALSE"
"largesd",1,-0.706332631986568,"chesapeake","mutualistic","u","FALSE","FALSE"
"d",2,-0.727377070778095,"chesapeake","mutualistic","u","FALSE","FALSE"
"largesd",2,-0.749987845829485,"chesapeake","mutualistic","u","FALSE","FALSE"
"d",3,-0.754737204059049,"chesapeake","mutualistic","u","FALSE","FALSE"
"largesd",3,-0.773005628593891,"chesapeake","mutualistic","u","FALSE","FALSE"
"d",4,-0.763119252982318,"chesapeake","mutualistic","u","FALSE","FALSE"
"largesd",4,-0.788910960894659,"chesapeake","mutualistic","u","FALSE","FALSE"
"d",5,-0.776927788475995,"chesapeake","mutualistic","u","FALSE","FALSE"
"largesd",5,-0.802094642577176,"chesapeake","mutualistic","u","FALSE","FALSE"
"d",6,-0.865638116730804,"chesapeake","mutualistic","u","FALSE","FALSE"
"largesd",6,-0.865638116730804,"chesapeake","mutualistic","u","FALSE","FALSE"
"d",1,-0.670944763541094,"chesapeake","mutualistic","u","TRUE","FALSE"
"largesd",1,-0.69912674702583,"chesapeake","mutualistic","u","TRUE","FALSE"
"d",2,-0.730581164984835,"chesapeake","mutualistic","u","TRUE","FALSE"
"largesd",2,-0.74218378619296,"chesapeake","mutualistic","u","TRUE","FALSE"
"d",3,-0.746332162378034,"chesapeake","mutualistic","u","TRUE","FALSE"
"largesd",3,-0.770892901837856,"chesapeake","mutualistic","u","TRUE","FALSE"
"d",4,-0.759791501378657,"chesapeake","mutualistic","u","TRUE","FALSE"
"largesd",4,-0.78616307502546,"chesapeake","mutualistic","u","TRUE","FALSE"
"d",5,-0.771691844113862,"chesapeake","mutualistic","u","TRUE","FALSE"
"largesd",5,-0.798708535295691,"chesapeake","mutualistic","u","TRUE","FALSE"
"d",6,-0.864488461176535,"chesapeake","mutualistic","u","TRUE","FALSE"
"largesd",6,-0.864488461176535,"chesapeake","mutualistic","u","TRUE","FALSE"
"d",1,-0.709570107221483,"chesapeake","mutualistic","u","TRUE","TRUE"
"largesd",1,-0.483900968524822,"chesapeake","mutualistic","u","TRUE","TRUE"
"d",2,-0.720597254468814,"chesapeake","mutualistic","u","TRUE","TRUE"
"largesd",2,-0.589978796143934,"chesapeake","mutualistic","u","TRUE","TRUE"
"d",3,-0.725281879043347,"chesapeake","mutualistic","u","TRUE","TRUE"
"largesd",3,-0.638983477222009,"chesapeake","mutualistic","u","TRUE","TRUE"
"d",4,-0.713734899202789,"chesapeake","mutualistic","u","TRUE","TRUE"
"largesd",4,-0.669534401791283,"chesapeake","mutualistic","u","TRUE","TRUE"
"d",5,-0.708806407742188,"chesapeake","mutualistic","u","TRUE","TRUE"
"largesd",5,-0.694044676870365,"chesapeake","mutualistic","u","TRUE","TRUE"
"d",6,-0.815719165370542,"chesapeake","mutualistic","u","TRUE","TRUE"
"largesd",6,-0.815719165370542,"chesapeake","mutualistic","u","TRUE","TRUE"
"d",1,0.765945945945946,"chesapeake","SIS","D","FALSE","FALSE"
"largesd",1,0.793453453453453,"chesapeake","SIS","D","FALSE","FALSE"
"d",2,0.814054054054054,"chesapeake","SIS","D","FALSE","FALSE"
"largesd",2,0.841201201201201,"chesapeake","SIS","D","FALSE","FALSE"
"d",3,0.827987987987988,"chesapeake","SIS","D","FALSE","FALSE"
"largesd",3,0.862582582582583,"chesapeake","SIS","D","FALSE","FALSE"
"d",4,0.833033033033033,"chesapeake","SIS","D","FALSE","FALSE"
"largesd",4,0.874654654654655,"chesapeake","SIS","D","FALSE","FALSE"
"d",5,0.856756756756757,"chesapeake","SIS","D","FALSE","FALSE"
